,model,epoch,channel,fold,metric,value
2144,cond_resnet_one_head,49,41,train,loss,0.04324602590078283
2145,cond_resnet_one_head,49,41,train,acc,0.98506
2146,cond_resnet_one_head,49,41,val,loss,1.8869521230649038
2147,cond_resnet_one_head,49,41,val,acc,0.6974
2148,cond_resnet_one_head,49,49,train,loss,0.02771303671865624
2149,cond_resnet_one_head,49,49,train,acc,0.99044
2150,cond_resnet_one_head,49,49,val,loss,1.973593727038924
2151,cond_resnet_one_head,49,49,val,acc,0.7063
2152,cond_resnet_one_head,49,57,train,loss,0.0278921176217865
2153,cond_resnet_one_head,49,57,train,acc,0.9907
2154,cond_resnet_one_head,49,57,val,loss,2.0196301352446246
2155,cond_resnet_one_head,49,57,val,acc,0.7141
2156,cond_resnet_one_head,49,64,train,loss,0.02536312040706958
2157,cond_resnet_one_head,49,64,train,acc,0.99152
2158,cond_resnet_one_head,49,64,val,loss,2.0649391712656446
2159,cond_resnet_one_head,49,64,val,acc,0.7126
2160,cond_resnet_multi_head,0,1,train,loss,2.152876078015398
2161,cond_resnet_multi_head,0,1,train,acc,0.18906
2162,cond_resnet_multi_head,0,1,val,loss,2.1525958624615034
2163,cond_resnet_multi_head,0,1,val,acc,0.1855
2164,cond_resnet_multi_head,0,9,train,loss,1.582643913795881
2165,cond_resnet_multi_head,0,9,train,acc,0.42288
2166,cond_resnet_multi_head,0,9,val,loss,1.5852725855104484
2167,cond_resnet_multi_head,0,9,val,acc,0.424
2168,cond_resnet_multi_head,0,17,train,loss,1.3774314127919618
2169,cond_resnet_multi_head,0,17,train,acc,0.503
2170,cond_resnet_multi_head,0,17,val,loss,1.3931165204685965
2171,cond_resnet_multi_head,0,17,val,acc,0.4996
2172,cond_resnet_multi_head,0,25,train,loss,1.3018466224298453
2173,cond_resnet_multi_head,0,25,train,acc,0.53096
2174,cond_resnet_multi_head,0,25,val,loss,1.3279462225118261
2175,cond_resnet_multi_head,0,25,val,acc,0.5211
2176,cond_resnet_multi_head,0,33,train,loss,1.2620846144378643
2177,cond_resnet_multi_head,0,33,train,acc,0.54728
2178,cond_resnet_multi_head,0,33,val,loss,1.2899389137887651
2179,cond_resnet_multi_head,0,33,val,acc,0.5356
2180,cond_resnet_multi_head,0,41,train,loss,1.2283327475075831
2181,cond_resnet_multi_head,0,41,train,acc,0.56026
2182,cond_resnet_multi_head,0,41,val,loss,1.2599818258528497
2183,cond_resnet_multi_head,0,41,val,acc,0.5463
2184,cond_resnet_multi_head,0,49,train,loss,1.2106154257684107
2185,cond_resnet_multi_head,0,49,train,acc,0.56878
2186,cond_resnet_multi_head,0,49,val,loss,1.2427309899573113
2187,cond_resnet_multi_head,0,49,val,acc,0.5583
2188,cond_resnet_multi_head,0,57,train,loss,1.2128131746331139
2189,cond_resnet_multi_head,0,57,train,acc,0.56622
2190,cond_resnet_multi_head,0,57,val,loss,1.2433811991837374
2191,cond_resnet_multi_head,0,57,val,acc,0.5568
2192,cond_resnet_multi_head,0,64,train,loss,1.2009363096693288
2193,cond_resnet_multi_head,0,64,train,acc,0.57196
2194,cond_resnet_multi_head,0,64,val,loss,1.2245736866240289
2195,cond_resnet_multi_head,0,64,val,acc,0.5632
2196,cond_resnet_multi_head,1,1,train,loss,2.072913338308749
2197,cond_resnet_multi_head,1,1,train,acc,0.21436
2198,cond_resnet_multi_head,1,1,val,loss,2.0642389613352004
2199,cond_resnet_multi_head,1,1,val,acc,0.2189
2200,cond_resnet_multi_head,1,9,train,loss,1.4388878048228486
2201,cond_resnet_multi_head,1,9,train,acc,0.47978
2202,cond_resnet_multi_head,1,9,val,loss,1.444889502920163
2203,cond_resnet_multi_head,1,9,val,acc,0.4788
2204,cond_resnet_multi_head,1,17,train,loss,1.1728987397287813
2205,cond_resnet_multi_head,1,17,train,acc,0.5828
2206,cond_resnet_multi_head,1,17,val,loss,1.217635599670896
2207,cond_resnet_multi_head,1,17,val,acc,0.567
2208,cond_resnet_multi_head,1,25,train,loss,1.0735493656009665
2209,cond_resnet_multi_head,1,25,train,acc,0.61908
2210,cond_resnet_multi_head,1,25,val,loss,1.130329903143986
2211,cond_resnet_multi_head,1,25,val,acc,0.5975
2212,cond_resnet_multi_head,1,33,train,loss,1.0236632513725543
2213,cond_resnet_multi_head,1,33,train,acc,0.63948
2214,cond_resnet_multi_head,1,33,val,loss,1.1014839114656874
2215,cond_resnet_multi_head,1,33,val,acc,0.6184
2216,cond_resnet_multi_head,1,41,train,loss,1.0011689133198975
2217,cond_resnet_multi_head,1,41,train,acc,0.6469
2218,cond_resnet_multi_head,1,41,val,loss,1.0744656043447507
2219,cond_resnet_multi_head,1,41,val,acc,0.6232
2220,cond_resnet_multi_head,1,49,train,loss,0.9946194844477622
2221,cond_resnet_multi_head,1,49,train,acc,0.64986
2222,cond_resnet_multi_head,1,49,val,loss,1.07095366108949
2223,cond_resnet_multi_head,1,49,val,acc,0.6271
2224,cond_resnet_multi_head,1,57,train,loss,0.9897276737805828
2225,cond_resnet_multi_head,1,57,train,acc,0.65058
2226,cond_resnet_multi_head,1,57,val,loss,1.059276388708953
2227,cond_resnet_multi_head,1,57,val,acc,0.6329
2228,cond_resnet_multi_head,1,64,train,loss,0.9935163306763105
2229,cond_resnet_multi_head,1,64,train,acc,0.65078
2230,cond_resnet_multi_head,1,64,val,loss,1.067317826353061
2231,cond_resnet_multi_head,1,64,val,acc,0.6272
2232,cond_resnet_multi_head,2,1,train,loss,2.06906683838276
2233,cond_resnet_multi_head,2,1,train,acc,0.21182
2234,cond_resnet_multi_head,2,1,val,loss,2.0596006918864647
2235,cond_resnet_multi_head,2,1,val,acc,0.213
2236,cond_resnet_multi_head,2,9,train,loss,1.3701530540995586
2237,cond_resnet_multi_head,2,9,train,acc,0.50386
2238,cond_resnet_multi_head,2,9,val,loss,1.3799336108432454
2239,cond_resnet_multi_head,2,9,val,acc,0.5027
2240,cond_resnet_multi_head,2,17,train,loss,1.0737125884236582
2241,cond_resnet_multi_head,2,17,train,acc,0.62348
2242,cond_resnet_multi_head,2,17,val,loss,1.1447654837256025
2243,cond_resnet_multi_head,2,17,val,acc,0.5961
2244,cond_resnet_multi_head,2,25,train,loss,0.9610774178639092
2245,cond_resnet_multi_head,2,25,train,acc,0.6605
2246,cond_resnet_multi_head,2,25,val,loss,1.0569061750818969
2247,cond_resnet_multi_head,2,25,val,acc,0.6266
2248,cond_resnet_multi_head,2,33,train,loss,0.8926906241937671
2249,cond_resnet_multi_head,2,33,train,acc,0.68666
2250,cond_resnet_multi_head,2,33,val,loss,1.0005263587471787
2251,cond_resnet_multi_head,2,33,val,acc,0.6522
2252,cond_resnet_multi_head,2,41,train,loss,0.8597949496315568
2253,cond_resnet_multi_head,2,41,train,acc,0.69908
2254,cond_resnet_multi_head,2,41,val,loss,0.9781883457663713
2255,cond_resnet_multi_head,2,41,val,acc,0.658
2256,cond_resnet_multi_head,2,49,train,loss,0.8469506962524961
2257,cond_resnet_multi_head,2,49,train,acc,0.70368
2258,cond_resnet_multi_head,2,49,val,loss,0.9694665271765107
2259,cond_resnet_multi_head,2,49,val,acc,0.6525
2260,cond_resnet_multi_head,2,57,train,loss,0.8385130908635571
2261,cond_resnet_multi_head,2,57,train,acc,0.7057
2262,cond_resnet_multi_head,2,57,val,loss,0.9602432452189694
2263,cond_resnet_multi_head,2,57,val,acc,0.6632
2264,cond_resnet_multi_head,2,64,train,loss,0.8369041694247205
2265,cond_resnet_multi_head,2,64,train,acc,0.70994
2266,cond_resnet_multi_head,2,64,val,loss,0.9537663869797044
2267,cond_resnet_multi_head,2,64,val,acc,0.6669
2268,cond_resnet_multi_head,3,1,train,loss,2.021050332147447
2269,cond_resnet_multi_head,3,1,train,acc,0.23254
2270,cond_resnet_multi_head,3,1,val,loss,2.0100657666564747
2271,cond_resnet_multi_head,3,1,val,acc,0.2335
2272,cond_resnet_multi_head,3,9,train,loss,1.2898575742836194
2273,cond_resnet_multi_head,3,9,train,acc,0.5317
2274,cond_resnet_multi_head,3,9,val,loss,1.3228719507812694
2275,cond_resnet_multi_head,3,9,val,acc,0.5174
2276,cond_resnet_multi_head,3,17,train,loss,0.9963354218341506
2277,cond_resnet_multi_head,3,17,train,acc,0.64824
2278,cond_resnet_multi_head,3,17,val,loss,1.099097592815472
2279,cond_resnet_multi_head,3,17,val,acc,0.6163
2280,cond_resnet_multi_head,3,25,train,loss,0.8817720634248251
2281,cond_resnet_multi_head,3,25,train,acc,0.68826
2282,cond_resnet_multi_head,3,25,val,loss,1.0138739039943476
2283,cond_resnet_multi_head,3,25,val,acc,0.6454
2284,cond_resnet_multi_head,3,33,train,loss,0.8057181111077214
2285,cond_resnet_multi_head,3,33,train,acc,0.71518
2286,cond_resnet_multi_head,3,33,val,loss,0.9565033271054554
2287,cond_resnet_multi_head,3,33,val,acc,0.6666
2288,cond_resnet_multi_head,3,41,train,loss,0.7696997599909677
2289,cond_resnet_multi_head,3,41,train,acc,0.72804
2290,cond_resnet_multi_head,3,41,val,loss,0.940043187065489
2291,cond_resnet_multi_head,3,41,val,acc,0.6702
2292,cond_resnet_multi_head,3,49,train,loss,0.7570075230372836
2293,cond_resnet_multi_head,3,49,train,acc,0.73236
2294,cond_resnet_multi_head,3,49,val,loss,0.9292223377592245
2295,cond_resnet_multi_head,3,49,val,acc,0.6763
2296,cond_resnet_multi_head,3,57,train,loss,0.7526891655705469
2297,cond_resnet_multi_head,3,57,train,acc,0.7339
2298,cond_resnet_multi_head,3,57,val,loss,0.9349984659510813
2299,cond_resnet_multi_head,3,57,val,acc,0.673
2300,cond_resnet_multi_head,3,64,train,loss,0.7533935872490144
2301,cond_resnet_multi_head,3,64,train,acc,0.73516
2302,cond_resnet_multi_head,3,64,val,loss,0.9391813187082861
2303,cond_resnet_multi_head,3,64,val,acc,0.6731
2304,cond_resnet_multi_head,4,1,train,loss,2.0006144659598464
2305,cond_resnet_multi_head,4,1,train,acc,0.2433
2306,cond_resnet_multi_head,4,1,val,loss,1.9903790396489915
2307,cond_resnet_multi_head,4,1,val,acc,0.2484
2308,cond_resnet_multi_head,4,9,train,loss,1.2621573323331525
2309,cond_resnet_multi_head,4,9,train,acc,0.54988
2310,cond_resnet_multi_head,4,9,val,loss,1.305392711025894
2311,cond_resnet_multi_head,4,9,val,acc,0.5337
2312,cond_resnet_multi_head,4,17,train,loss,0.9401089435495684
2313,cond_resnet_multi_head,4,17,train,acc,0.66662
2314,cond_resnet_multi_head,4,17,val,loss,1.0544329965190522
2315,cond_resnet_multi_head,4,17,val,acc,0.6266
2316,cond_resnet_multi_head,4,25,train,loss,0.8132612353852947
2317,cond_resnet_multi_head,4,25,train,acc,0.7137
2318,cond_resnet_multi_head,4,25,val,loss,0.9712115541385238
2319,cond_resnet_multi_head,4,25,val,acc,0.6558
2320,cond_resnet_multi_head,4,33,train,loss,0.7293583960713023
2321,cond_resnet_multi_head,4,33,train,acc,0.74348
2322,cond_resnet_multi_head,4,33,val,loss,0.9316801314900636
2323,cond_resnet_multi_head,4,33,val,acc,0.6781
2324,cond_resnet_multi_head,4,41,train,loss,0.6939500859173973
2325,cond_resnet_multi_head,4,41,train,acc,0.75882
2326,cond_resnet_multi_head,4,41,val,loss,0.9122174272112026
2327,cond_resnet_multi_head,4,41,val,acc,0.6869
2328,cond_resnet_multi_head,4,49,train,loss,0.6791205712596474
2329,cond_resnet_multi_head,4,49,train,acc,0.7646
2330,cond_resnet_multi_head,4,49,val,loss,0.9098100035813204
2331,cond_resnet_multi_head,4,49,val,acc,0.6934
2332,cond_resnet_multi_head,4,57,train,loss,0.6675779731834636
2333,cond_resnet_multi_head,4,57,train,acc,0.77006
2334,cond_resnet_multi_head,4,57,val,loss,0.8992933756226946
2335,cond_resnet_multi_head,4,57,val,acc,0.6981
2336,cond_resnet_multi_head,4,64,train,loss,0.664083057542896
2337,cond_resnet_multi_head,4,64,train,acc,0.76888
2338,cond_resnet_multi_head,4,64,val,loss,0.9046947745380888
2339,cond_resnet_multi_head,4,64,val,acc,0.696
2340,cond_resnet_multi_head,5,1,train,loss,1.9920031321628013
2341,cond_resnet_multi_head,5,1,train,acc,0.24808
2342,cond_resnet_multi_head,5,1,val,loss,1.987623696114607
2343,cond_resnet_multi_head,5,1,val,acc,0.2474
2344,cond_resnet_multi_head,5,9,train,loss,1.2237386711113287
2345,cond_resnet_multi_head,5,9,train,acc,0.56188
2346,cond_resnet_multi_head,5,9,val,loss,1.2775639834677337
2347,cond_resnet_multi_head,5,9,val,acc,0.5459
2348,cond_resnet_multi_head,5,17,train,loss,0.9023731491907173
2349,cond_resnet_multi_head,5,17,train,acc,0.68044
2350,cond_resnet_multi_head,5,17,val,loss,1.0424098847018686
2351,cond_resnet_multi_head,5,17,val,acc,0.6352
2352,cond_resnet_multi_head,5,25,train,loss,0.7662270190313344
2353,cond_resnet_multi_head,5,25,train,acc,0.73004
2354,cond_resnet_multi_head,5,25,val,loss,0.9737180486606185
2355,cond_resnet_multi_head,5,25,val,acc,0.6651
2356,cond_resnet_multi_head,5,33,train,loss,0.6688756662637682
2357,cond_resnet_multi_head,5,33,train,acc,0.76414
2358,cond_resnet_multi_head,5,33,val,loss,0.9181559581285829
2359,cond_resnet_multi_head,5,33,val,acc,0.68
2360,cond_resnet_multi_head,5,41,train,loss,0.623034183174143
2361,cond_resnet_multi_head,5,41,train,acc,0.78258
2362,cond_resnet_multi_head,5,41,val,loss,0.916428616851758
2363,cond_resnet_multi_head,5,41,val,acc,0.6891
2364,cond_resnet_multi_head,5,49,train,loss,0.6010257231686121
2365,cond_resnet_multi_head,5,49,train,acc,0.79176
2366,cond_resnet_multi_head,5,49,val,loss,0.8942697553118323
2367,cond_resnet_multi_head,5,49,val,acc,0.6969
2368,cond_resnet_multi_head,5,57,train,loss,0.5838091701955137
2369,cond_resnet_multi_head,5,57,train,acc,0.79708
2370,cond_resnet_multi_head,5,57,val,loss,0.8937793009600062
2371,cond_resnet_multi_head,5,57,val,acc,0.6984
2372,cond_resnet_multi_head,5,64,train,loss,0.5746842880383172
2373,cond_resnet_multi_head,5,64,train,acc,0.8007
2374,cond_resnet_multi_head,5,64,val,loss,0.8874514395264304
2375,cond_resnet_multi_head,5,64,val,acc,0.7013
2376,cond_resnet_multi_head,6,1,train,loss,1.9885570175202607
2377,cond_resnet_multi_head,6,1,train,acc,0.25132
2378,cond_resnet_multi_head,6,1,val,loss,1.9807496465695131
2379,cond_resnet_multi_head,6,1,val,acc,0.2532
2380,cond_resnet_multi_head,6,9,train,loss,1.1942308584747412
2381,cond_resnet_multi_head,6,9,train,acc,0.57502
2382,cond_resnet_multi_head,6,9,val,loss,1.2492821334273951
2383,cond_resnet_multi_head,6,9,val,acc,0.5513
2384,cond_resnet_multi_head,6,17,train,loss,0.860745770928195
2385,cond_resnet_multi_head,6,17,train,acc,0.69384
2386,cond_resnet_multi_head,6,17,val,loss,1.0258128346910902
2387,cond_resnet_multi_head,6,17,val,acc,0.6442
2388,cond_resnet_multi_head,6,25,train,loss,0.7181268087052324
2389,cond_resnet_multi_head,6,25,train,acc,0.74446
2390,cond_resnet_multi_head,6,25,val,loss,0.9585958905280776
2391,cond_resnet_multi_head,6,25,val,acc,0.667
2392,cond_resnet_multi_head,6,33,train,loss,0.6037822699607791
2393,cond_resnet_multi_head,6,33,train,acc,0.78728
2394,cond_resnet_multi_head,6,33,val,loss,0.8984500291241202
2395,cond_resnet_multi_head,6,33,val,acc,0.6957
2396,cond_resnet_multi_head,6,41,train,loss,0.5364510117055815
2397,cond_resnet_multi_head,6,41,train,acc,0.81342
2398,cond_resnet_multi_head,6,41,val,loss,0.8763609714568801
2399,cond_resnet_multi_head,6,41,val,acc,0.7083
2400,cond_resnet_multi_head,6,49,train,loss,0.5093445058368966
2401,cond_resnet_multi_head,6,49,train,acc,0.82222
2402,cond_resnet_multi_head,6,49,val,loss,0.8699036673375755
2403,cond_resnet_multi_head,6,49,val,acc,0.7124
2404,cond_resnet_multi_head,6,57,train,loss,0.49048746743089405
2405,cond_resnet_multi_head,6,57,train,acc,0.83138
2406,cond_resnet_multi_head,6,57,val,loss,0.8631621553639698
2407,cond_resnet_multi_head,6,57,val,acc,0.7143
2408,cond_resnet_multi_head,6,64,train,loss,0.48261969271675703
2409,cond_resnet_multi_head,6,64,train,acc,0.83058
2410,cond_resnet_multi_head,6,64,val,loss,0.8688390099318923
2411,cond_resnet_multi_head,6,64,val,acc,0.7161
2412,cond_resnet_multi_head,7,1,train,loss,1.9867979711888697
2413,cond_resnet_multi_head,7,1,train,acc,0.25566
2414,cond_resnet_multi_head,7,1,val,loss,1.9779588500405574
2415,cond_resnet_multi_head,7,1,val,acc,0.2587
2416,cond_resnet_multi_head,7,9,train,loss,1.1585279008006806
2417,cond_resnet_multi_head,7,9,train,acc,0.5867
2418,cond_resnet_multi_head,7,9,val,loss,1.237452197986044
2419,cond_resnet_multi_head,7,9,val,acc,0.5631
2420,cond_resnet_multi_head,7,17,train,loss,0.8130536612571048
2421,cond_resnet_multi_head,7,17,train,acc,0.71386
2422,cond_resnet_multi_head,7,17,val,loss,1.0111688075551561
2423,cond_resnet_multi_head,7,17,val,acc,0.6511
2424,cond_resnet_multi_head,7,25,train,loss,0.6505251822950285
2425,cond_resnet_multi_head,7,25,train,acc,0.77098
2426,cond_resnet_multi_head,7,25,val,loss,0.9314053309191564
2427,cond_resnet_multi_head,7,25,val,acc,0.6833
2428,cond_resnet_multi_head,7,33,train,loss,0.5279298623275879
2429,cond_resnet_multi_head,7,33,train,acc,0.81452
2430,cond_resnet_multi_head,7,33,val,loss,0.8844262308375851
2431,cond_resnet_multi_head,7,33,val,acc,0.7063
2432,cond_resnet_multi_head,7,41,train,loss,0.46429101122386013
2433,cond_resnet_multi_head,7,41,train,acc,0.83748
2434,cond_resnet_multi_head,7,41,val,loss,0.8555615834749428
2435,cond_resnet_multi_head,7,41,val,acc,0.7162
2436,cond_resnet_multi_head,7,49,train,loss,0.428206805282694
2437,cond_resnet_multi_head,7,49,train,acc,0.8518
2438,cond_resnet_multi_head,7,49,val,loss,0.8582019181388199
2439,cond_resnet_multi_head,7,49,val,acc,0.7178
2440,cond_resnet_multi_head,7,57,train,loss,0.41349151511402693
2441,cond_resnet_multi_head,7,57,train,acc,0.85608
2442,cond_resnet_multi_head,7,57,val,loss,0.8592355839765755
2443,cond_resnet_multi_head,7,57,val,acc,0.7229
2444,cond_resnet_multi_head,7,64,train,loss,0.4084806411581881
2445,cond_resnet_multi_head,7,64,train,acc,0.85802
2446,cond_resnet_multi_head,7,64,val,loss,0.8661154151722125
2447,cond_resnet_multi_head,7,64,val,acc,0.7207
2448,cond_resnet_multi_head,8,1,train,loss,1.9731383082811789
2449,cond_resnet_multi_head,8,1,train,acc,0.26046
2450,cond_resnet_multi_head,8,1,val,loss,1.966535791469987
2451,cond_resnet_multi_head,8,1,val,acc,0.2639
2452,cond_resnet_multi_head,8,9,train,loss,1.1523670457360689
2453,cond_resnet_multi_head,8,9,train,acc,0.59032
2454,cond_resnet_multi_head,8,9,val,loss,1.2408223228090127
2455,cond_resnet_multi_head,8,9,val,acc,0.5625
2456,cond_resnet_multi_head,8,17,train,loss,0.7866059853445233
2457,cond_resnet_multi_head,8,17,train,acc,0.72206
2458,cond_resnet_multi_head,8,17,val,loss,1.0125623778173118
2459,cond_resnet_multi_head,8,17,val,acc,0.6501
2460,cond_resnet_multi_head,8,25,train,loss,0.6159099881987438
2461,cond_resnet_multi_head,8,25,train,acc,0.78222
2462,cond_resnet_multi_head,8,25,val,loss,0.9422527441553249
2463,cond_resnet_multi_head,8,25,val,acc,0.6807
2464,cond_resnet_multi_head,8,33,train,loss,0.47867054759007893
2465,cond_resnet_multi_head,8,33,train,acc,0.8329
2466,cond_resnet_multi_head,8,33,val,loss,0.9012559192955114
2467,cond_resnet_multi_head,8,33,val,acc,0.7079
2468,cond_resnet_multi_head,8,41,train,loss,0.40446495255241005
2469,cond_resnet_multi_head,8,41,train,acc,0.86132
2470,cond_resnet_multi_head,8,41,val,loss,0.8960069197757988
2471,cond_resnet_multi_head,8,41,val,acc,0.7172
2472,cond_resnet_multi_head,8,49,train,loss,0.3654082775535181
2473,cond_resnet_multi_head,8,49,train,acc,0.87604
2474,cond_resnet_multi_head,8,49,val,loss,0.8957884611597486
2475,cond_resnet_multi_head,8,49,val,acc,0.7184
2476,cond_resnet_multi_head,8,57,train,loss,0.34400386660528914
2477,cond_resnet_multi_head,8,57,train,acc,0.8826
2478,cond_resnet_multi_head,8,57,val,loss,0.8943200874480473
2479,cond_resnet_multi_head,8,57,val,acc,0.7241
2480,cond_resnet_multi_head,8,64,train,loss,0.33580638230075616
2481,cond_resnet_multi_head,8,64,train,acc,0.8857
2482,cond_resnet_multi_head,8,64,val,loss,0.9093116406042865
2483,cond_resnet_multi_head,8,64,val,acc,0.7232
2484,cond_resnet_multi_head,9,1,train,loss,1.9720256118213428
2485,cond_resnet_multi_head,9,1,train,acc,0.25896
2486,cond_resnet_multi_head,9,1,val,loss,1.961363040717544
2487,cond_resnet_multi_head,9,1,val,acc,0.265
2488,cond_resnet_multi_head,9,9,train,loss,1.1203285973242787
2489,cond_resnet_multi_head,9,9,train,acc,0.60076
2490,cond_resnet_multi_head,9,9,val,loss,1.2128648841457002
2491,cond_resnet_multi_head,9,9,val,acc,0.5659
2492,cond_resnet_multi_head,9,17,train,loss,0.7481770843572324
2493,cond_resnet_multi_head,9,17,train,acc,0.73472
2494,cond_resnet_multi_head,9,17,val,loss,0.9967473471999928
2495,cond_resnet_multi_head,9,17,val,acc,0.6601
2496,cond_resnet_multi_head,9,25,train,loss,0.5587256528684855
2497,cond_resnet_multi_head,9,25,train,acc,0.80236
2498,cond_resnet_multi_head,9,25,val,loss,0.9413818360134295
2499,cond_resnet_multi_head,9,25,val,acc,0.6834
2500,cond_resnet_multi_head,9,33,train,loss,0.4234565517214863
2501,cond_resnet_multi_head,9,33,train,acc,0.85116
2502,cond_resnet_multi_head,9,33,val,loss,0.925338098577633
2503,cond_resnet_multi_head,9,33,val,acc,0.7085
2504,cond_resnet_multi_head,9,41,train,loss,0.34046131290514453
2505,cond_resnet_multi_head,9,41,train,acc,0.88276
2506,cond_resnet_multi_head,9,41,val,loss,0.9294014552216621
2507,cond_resnet_multi_head,9,41,val,acc,0.7139
2508,cond_resnet_multi_head,9,49,train,loss,0.29898865228456917
2509,cond_resnet_multi_head,9,49,train,acc,0.89636
2510,cond_resnet_multi_head,9,49,val,loss,0.943364301494732
2511,cond_resnet_multi_head,9,49,val,acc,0.7222
2512,cond_resnet_multi_head,9,57,train,loss,0.2702980909467963
2513,cond_resnet_multi_head,9,57,train,acc,0.90766
2514,cond_resnet_multi_head,9,57,val,loss,0.9411821346374074
2515,cond_resnet_multi_head,9,57,val,acc,0.7236
2516,cond_resnet_multi_head,9,64,train,loss,0.2602424224376526
2517,cond_resnet_multi_head,9,64,train,acc,0.91026
2518,cond_resnet_multi_head,9,64,val,loss,0.9554772601006137
2519,cond_resnet_multi_head,9,64,val,acc,0.7228
2520,cond_resnet_multi_head,10,1,train,loss,1.9697424531592738
2521,cond_resnet_multi_head,10,1,train,acc,0.26086
2522,cond_resnet_multi_head,10,1,val,loss,1.9604007962403025
2523,cond_resnet_multi_head,10,1,val,acc,0.2606
2524,cond_resnet_multi_head,10,9,train,loss,1.1140149210572547
2525,cond_resnet_multi_head,10,9,train,acc,0.60226
2526,cond_resnet_multi_head,10,9,val,loss,1.210717260837555
2527,cond_resnet_multi_head,10,9,val,acc,0.5695
2528,cond_resnet_multi_head,10,17,train,loss,0.7302125879489553
2529,cond_resnet_multi_head,10,17,train,acc,0.74234
2530,cond_resnet_multi_head,10,17,val,loss,1.0044625621692391
2531,cond_resnet_multi_head,10,17,val,acc,0.6519
2532,cond_resnet_multi_head,10,25,train,loss,0.5352809990534697
2533,cond_resnet_multi_head,10,25,train,acc,0.80914
2534,cond_resnet_multi_head,10,25,val,loss,0.959705352213732
2535,cond_resnet_multi_head,10,25,val,acc,0.6817
2536,cond_resnet_multi_head,10,33,train,loss,0.38712591426375575
2537,cond_resnet_multi_head,10,33,train,acc,0.86192
2538,cond_resnet_multi_head,10,33,val,loss,0.93461552660936
2539,cond_resnet_multi_head,10,33,val,acc,0.7053
2540,cond_resnet_multi_head,10,41,train,loss,0.30447148151524234
2541,cond_resnet_multi_head,10,41,train,acc,0.8939
2542,cond_resnet_multi_head,10,41,val,loss,0.9550552351079928
2543,cond_resnet_multi_head,10,41,val,acc,0.7119
2544,cond_resnet_multi_head,10,49,train,loss,0.25649913289891485
2545,cond_resnet_multi_head,10,49,train,acc,0.91298
2546,cond_resnet_multi_head,10,49,val,loss,0.9642310431049128
2547,cond_resnet_multi_head,10,49,val,acc,0.7157
2548,cond_resnet_multi_head,10,57,train,loss,0.23608053644256824
2549,cond_resnet_multi_head,10,57,train,acc,0.91874
2550,cond_resnet_multi_head,10,57,val,loss,0.981582485756297
2551,cond_resnet_multi_head,10,57,val,acc,0.7179
2552,cond_resnet_multi_head,10,64,train,loss,0.22103495990185787
2553,cond_resnet_multi_head,10,64,train,acc,0.9239
2554,cond_resnet_multi_head,10,64,val,loss,0.985527791794698
2555,cond_resnet_multi_head,10,64,val,acc,0.7202
2556,cond_resnet_multi_head,11,1,train,loss,1.9696630300463314
2557,cond_resnet_multi_head,11,1,train,acc,0.26468
2558,cond_resnet_multi_head,11,1,val,loss,1.9620614332757937
2559,cond_resnet_multi_head,11,1,val,acc,0.2589
2560,cond_resnet_multi_head,11,9,train,loss,1.1004677408796442
2561,cond_resnet_multi_head,11,9,train,acc,0.60476
2562,cond_resnet_multi_head,11,9,val,loss,1.2112914369364454
2563,cond_resnet_multi_head,11,9,val,acc,0.575
2564,cond_resnet_multi_head,11,17,train,loss,0.709492223494498
2565,cond_resnet_multi_head,11,17,train,acc,0.74844
2566,cond_resnet_multi_head,11,17,val,loss,1.0188333897074318
2567,cond_resnet_multi_head,11,17,val,acc,0.6479
2568,cond_resnet_multi_head,11,25,train,loss,0.4943991062205161
2569,cond_resnet_multi_head,11,25,train,acc,0.82442
2570,cond_resnet_multi_head,11,25,val,loss,0.984106271889559
2571,cond_resnet_multi_head,11,25,val,acc,0.6841
2572,cond_resnet_multi_head,11,33,train,loss,0.3418260839627222
2573,cond_resnet_multi_head,11,33,train,acc,0.88046
2574,cond_resnet_multi_head,11,33,val,loss,0.9792749274308514
2575,cond_resnet_multi_head,11,33,val,acc,0.706
2576,cond_resnet_multi_head,11,41,train,loss,0.2600724201487458
2577,cond_resnet_multi_head,11,41,train,acc,0.91104
2578,cond_resnet_multi_head,11,41,val,loss,0.9972413772610342
2579,cond_resnet_multi_head,11,41,val,acc,0.713
2580,cond_resnet_multi_head,11,49,train,loss,0.21408679645003564
2581,cond_resnet_multi_head,11,49,train,acc,0.92644
2582,cond_resnet_multi_head,11,49,val,loss,1.0118072215159228
2583,cond_resnet_multi_head,11,49,val,acc,0.7156
2584,cond_resnet_multi_head,11,57,train,loss,0.19607179369443975
2585,cond_resnet_multi_head,11,57,train,acc,0.93216
2586,cond_resnet_multi_head,11,57,val,loss,1.045102284022957
2587,cond_resnet_multi_head,11,57,val,acc,0.7199
2588,cond_resnet_multi_head,11,64,train,loss,0.18745697870412292
2589,cond_resnet_multi_head,11,64,train,acc,0.9356
2590,cond_resnet_multi_head,11,64,val,loss,1.0895334290471046
2591,cond_resnet_multi_head,11,64,val,acc,0.7182
2592,cond_resnet_multi_head,12,1,train,loss,1.9621642375236277
2593,cond_resnet_multi_head,12,1,train,acc,0.26154
2594,cond_resnet_multi_head,12,1,val,loss,1.9550096153453658
2595,cond_resnet_multi_head,12,1,val,acc,0.2684
2596,cond_resnet_multi_head,12,9,train,loss,1.09482081322109
